County Code,County Title,MSA Code,MSA Title,CSA Code,CSA Title
1001,"Autauga County, Alabama",C3386,"Montgomery, AL MSA",,
1003,"Baldwin County, Alabama",C1930,"Daphne-Fairhope-Foley, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA"
1007,"Bibb County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1009,"Blount County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1015,"Calhoun County, Alabama",C1150,"Anniston-Oxford-Jacksonville, AL MSA",,
1017,"Chambers County, Alabama",C4674,"Valley, AL MicroSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
1021,"Chilton County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1031,"Coffee County, Alabama",C2146,"Enterprise, AL MicroSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
1033,"Colbert County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",,
1037,"Coosa County, Alabama",C4518,"Talladega-Sylacauga, AL MicroSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1043,"Cullman County, Alabama",C1898,"Cullman, AL MicroSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1045,"Dale County, Alabama",C3712,"Ozark, AL MicroSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
1047,"Dallas County, Alabama",C4282,"Selma, AL MicroSA",,
1051,"Elmore County, Alabama",C3386,"Montgomery, AL MSA",,
1055,"Etowah County, Alabama",C2346,"Gadsden, AL MSA",,
1061,"Geneva County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
1065,"Hale County, Alabama",C4622,"Tuscaloosa, AL MSA",,
1067,"Henry County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
1069,"Houston County, Alabama",C2002,"Dothan, AL MSA",CS222,"Dothan-Enterprise-Ozark, AL CSA"
1071,"Jackson County, Alabama",C4246,"Scottsboro, AL MicroSA",CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL CSA"
1073,"Jefferson County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1077,"Lauderdale County, Alabama",C2252,"Florence-Muscle Shoals, AL MSA",,
1079,"Lawrence County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL CSA"
1081,"Lee County, Alabama",C1222,"Auburn-Opelika, AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
1083,"Limestone County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL CSA"
1085,"Lowndes County, Alabama",C3386,"Montgomery, AL MSA",,
1089,"Madison County, Alabama",C2662,"Huntsville, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL CSA"
1095,"Marshall County, Alabama",C1070,"Albertville, AL MicroSA",CS290,"Huntsville-Decatur-Albertville, AL CSA"
1097,"Mobile County, Alabama",C3366,"Mobile, AL MSA",CS380,"Mobile-Daphne-Fairhope, AL CSA"
1101,"Montgomery County, Alabama",C3386,"Montgomery, AL MSA",,
1103,"Morgan County, Alabama",C1946,"Decatur, AL MSA",CS290,"Huntsville-Decatur-Albertville, AL CSA"
1107,"Pickens County, Alabama",C4622,"Tuscaloosa, AL MSA",,
1109,"Pike County, Alabama",C4598,"Troy, AL MicroSA",,
1113,"Russell County, Alabama",C1798,"Columbus, GA-AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
1115,"St. Clair County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1117,"Shelby County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1121,"Talladega County, Alabama",C4518,"Talladega-Sylacauga, AL MicroSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
1125,"Tuscaloosa County, Alabama",C4622,"Tuscaloosa, AL MSA",,
1127,"Walker County, Alabama",C1382,"Birmingham-Hoover, AL MSA",CS142,"Birmingham-Hoover-Talladega, AL CSA"
2020,"Anchorage Municipality, Alaska",C1126,"Anchorage, AK MSA",,
2090,"Fairbanks North Star Borough, Alaska",C2182,"Fairbanks, AK MSA",,
2110,"Juneau City and Borough, Alaska",C2794,"Juneau, AK MicroSA",,
2130,"Ketchikan Gateway Borough, Alaska",C2854,"Ketchikan, AK MicroSA",,
2170,"Matanuska-Susitna Borough, Alaska",C1126,"Anchorage, AK MSA",,
4003,"Cochise County, Arizona",C4342,"Sierra Vista-Douglas, AZ MSA",,
4005,"Coconino County, Arizona",C2238,"Flagstaff, AZ MSA",,
4007,"Gila County, Arizona",C3774,"Payson, AZ MicroSA",,
4009,"Graham County, Arizona",C4094,"Safford, AZ MicroSA",,
4013,"Maricopa County, Arizona",C3806,"Phoenix-Mesa-Scottsdale, AZ MSA",,
4015,"Mohave County, Arizona",C2942,"Lake Havasu City-Kingman, AZ MSA",CS332,"Las Vegas-Henderson, NV-AZ CSA"
4017,"Navajo County, Arizona",C4332,"Show Low, AZ MicroSA",,
4019,"Pima County, Arizona",C4606,"Tucson, AZ MSA",CS536,"Tucson-Nogales, AZ CSA"
4021,"Pinal County, Arizona",C3806,"Phoenix-Mesa-Scottsdale, AZ MSA",,
4023,"Santa Cruz County, Arizona",C3570,"Nogales, AZ MicroSA",CS536,"Tucson-Nogales, AZ CSA"
4025,"Yavapai County, Arizona",C3914,"Prescott, AZ MSA",,
4027,"Yuma County, Arizona",C4974,"Yuma, AZ MSA",,
5005,"Baxter County, Arkansas",C3426,"Mountain Home, AR MicroSA",,
5007,"Benton County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
5009,"Boone County, Arkansas",C2546,"Harrison, AR MicroSA",,
5013,"Calhoun County, Arkansas",C1578,"Camden, AR MicroSA",,
5019,"Clark County, Arkansas",C1166,"Arkadelphia, AR MicroSA",,
5025,"Cleveland County, Arkansas",C3822,"Pine Bluff, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5027,"Columbia County, Arkansas",C3162,"Magnolia, AR MicroSA",,
5031,"Craighead County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA"
5033,"Crawford County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,
5035,"Crittenden County, Arkansas",C3282,"Memphis, TN-MS-AR MSA",CS368,"Memphis-Forrest City, TN-MS-AR CSA"
5045,"Faulkner County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5051,"Garland County, Arkansas",C2630,"Hot Springs, AR MSA",CS284,"Hot Springs-Malvern, AR CSA"
5053,"Grant County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5055,"Greene County, Arkansas",C3750,"Paragould, AR MicroSA",CS308,"Jonesboro-Paragould, AR CSA"
5059,"Hot Spring County, Arkansas",C3168,"Malvern, AR MicroSA",CS284,"Hot Springs-Malvern, AR CSA"
5063,"Independence County, Arkansas",C1290,"Batesville, AR MicroSA",,
5069,"Jefferson County, Arkansas",C3822,"Pine Bluff, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5079,"Lincoln County, Arkansas",C3822,"Pine Bluff, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5081,"Little River County, Arkansas",C4550,"Texarkana, TX-AR MSA",,
5085,"Lonoke County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5087,"Madison County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
5091,"Miller County, Arkansas",C4550,"Texarkana, TX-AR MSA",,
5093,"Mississippi County, Arkansas",C1418,"Blytheville, AR MicroSA",,
5101,"Newton County, Arkansas",C2546,"Harrison, AR MicroSA",,
5103,"Ouachita County, Arkansas",C1578,"Camden, AR MicroSA",,
5105,"Perry County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5107,"Phillips County, Arkansas",C2576,"Helena-West Helena, AR MicroSA",,
5111,"Poinsett County, Arkansas",C2786,"Jonesboro, AR MSA",CS308,"Jonesboro-Paragould, AR CSA"
5115,"Pope County, Arkansas",C4078,"Russellville, AR MicroSA",,
5119,"Pulaski County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5123,"St. Francis County, Arkansas",C2262,"Forrest City, AR MicroSA",CS368,"Memphis-Forrest City, TN-MS-AR CSA"
5125,"Saline County, Arkansas",C3078,"Little Rock-North Little Rock-Conway, AR MSA",CS340,"Little Rock-North Little Rock, AR CSA"
5131,"Sebastian County, Arkansas",C2290,"Fort Smith, AR-OK MSA",,
5139,"Union County, Arkansas",C2098,"El Dorado, AR MicroSA",,
5143,"Washington County, Arkansas",C2222,"Fayetteville-Springdale-Rogers, AR-MO MSA",,
5145,"White County, Arkansas",C4262,"Searcy, AR MicroSA",CS340,"Little Rock-North Little Rock, AR CSA"
5149,"Yell County, Arkansas",C4078,"Russellville, AR MicroSA",,
6001,"Alameda County, California",C4186,"San Francisco-Oakland-Hayward, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6007,"Butte County, California",C1702,"Chico, CA MSA",,
6013,"Contra Costa County, California",C4186,"San Francisco-Oakland-Hayward, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6015,"Del Norte County, California",C1886,"Crescent City, CA MicroSA",,
6017,"El Dorado County, California",C4090,"Sacramento--Roseville--Arden-Arcade, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
6019,"Fresno County, California",C2342,"Fresno, CA MSA",CS260,"Fresno-Madera, CA CSA"
6023,"Humboldt County, California",C2170,"Eureka-Arcata-Fortuna, CA MicroSA",,
6025,"Imperial County, California",C2094,"El Centro, CA MSA",,
6029,"Kern County, California",C1254,"Bakersfield, CA MSA",,
6031,"Kings County, California",C2526,"Hanford-Corcoran, CA MSA",CS546,"Visalia-Porterville-Hanford, CA CSA"
6033,"Lake County, California",C1734,"Clearlake, CA MicroSA",,
6035,"Lassen County, California",C4500,"Susanville, CA MicroSA",,
6037,"Los Angeles County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
6039,"Madera County, California",C3146,"Madera, CA MSA",CS260,"Fresno-Madera, CA CSA"
6041,"Marin County, California",C4186,"San Francisco-Oakland-Hayward, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6045,"Mendocino County, California",C4638,"Ukiah, CA MicroSA",,
6047,"Merced County, California",C3290,"Merced, CA MSA",CS382,"Modesto-Merced, CA CSA"
6053,"Monterey County, California",C4150,"Salinas, CA MSA",,
6055,"Napa County, California",C3490,"Napa, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6057,"Nevada County, California",C4602,"Truckee-Grass Valley, CA MicroSA",CS472,"Sacramento-Roseville, CA CSA"
6059,"Orange County, California",C3108,"Los Angeles-Long Beach-Anaheim, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
6061,"Placer County, California",C4090,"Sacramento--Roseville--Arden-Arcade, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
6065,"Riverside County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
6067,"Sacramento County, California",C4090,"Sacramento--Roseville--Arden-Arcade, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
6069,"San Benito County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6071,"San Bernardino County, California",C4014,"Riverside-San Bernardino-Ontario, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
6073,"San Diego County, California",C4174,"San Diego-Carlsbad, CA MSA",,
6075,"San Francisco County, California",C4186,"San Francisco-Oakland-Hayward, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6077,"San Joaquin County, California",C4470,"Stockton-Lodi, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6079,"San Luis Obispo County, California",C4202,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",,
6081,"San Mateo County, California",C4186,"San Francisco-Oakland-Hayward, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6083,"Santa Barbara County, California",C4220,"Santa Maria-Santa Barbara, CA MSA",,
6085,"Santa Clara County, California",C4194,"San Jose-Sunnyvale-Santa Clara, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6087,"Santa Cruz County, California",C4210,"Santa Cruz-Watsonville, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6089,"Shasta County, California",C3982,"Redding, CA MSA",CS454,"Redding-Red Bluff, CA CSA"
6095,"Solano County, California",C4670,"Vallejo-Fairfield, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6097,"Sonoma County, California",C4222,"Santa Rosa, CA MSA",CS488,"San Jose-San Francisco-Oakland, CA CSA"
6099,"Stanislaus County, California",C3370,"Modesto, CA MSA",CS382,"Modesto-Merced, CA CSA"
6101,"Sutter County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
6103,"Tehama County, California",C3978,"Red Bluff, CA MicroSA",CS454,"Redding-Red Bluff, CA CSA"
6107,"Tulare County, California",C4730,"Visalia-Porterville, CA MSA",CS546,"Visalia-Porterville-Hanford, CA CSA"
6109,"Tuolumne County, California",C4376,"Sonora, CA MicroSA",,
6111,"Ventura County, California",C3710,"Oxnard-Thousand Oaks-Ventura, CA MSA",CS348,"Los Angeles-Long Beach, CA CSA"
6113,"Yolo County, California",C4090,"Sacramento--Roseville--Arden-Arcade, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
6115,"Yuba County, California",C4970,"Yuba City, CA MSA",CS472,"Sacramento-Roseville, CA CSA"
8001,"Adams County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8005,"Arapahoe County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8013,"Boulder County, Colorado",C1450,"Boulder, CO MSA",CS216,"Denver-Aurora, CO CSA"
8014,"Broomfield County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8019,"Clear Creek County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8031,"Denver County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8035,"Douglas County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8037,"Eagle County, Colorado",C2078,"Edwards, CO MicroSA",CS233,"Edwards-Glenwood Springs, CO CSA"
8039,"Elbert County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8041,"El Paso County, Colorado",C1782,"Colorado Springs, CO MSA",,
8043,"Fremont County, Colorado",C1586,"Canon City, CO MicroSA",CS444,"Pueblo-Canon City, CO CSA"
8045,"Garfield County, Colorado",C2406,"Glenwood Springs, CO MicroSA",CS233,"Edwards-Glenwood Springs, CO CSA"
8047,"Gilpin County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8059,"Jefferson County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8067,"La Plata County, Colorado",C2042,"Durango, CO MicroSA",,
8069,"Larimer County, Colorado",C2266,"Fort Collins, CO MSA",,
8075,"Logan County, Colorado",C4454,"Sterling, CO MicroSA",,
8077,"Mesa County, Colorado",C2430,"Grand Junction, CO MSA",,
8081,"Moffat County, Colorado",C1878,"Craig, CO MicroSA",CS525,"Steamboat Springs-Craig, CO CSA"
8085,"Montrose County, Colorado",C3394,"Montrose, CO MicroSA",,
8087,"Morgan County, Colorado",C2282,"Fort Morgan, CO MicroSA",,
8093,"Park County, Colorado",C1974,"Denver-Aurora-Lakewood, CO MSA",CS216,"Denver-Aurora, CO CSA"
8097,"Pitkin County, Colorado",C2406,"Glenwood Springs, CO MicroSA",CS233,"Edwards-Glenwood Springs, CO CSA"
8101,"Pueblo County, Colorado",C3938,"Pueblo, CO MSA",CS444,"Pueblo-Canon City, CO CSA"
8107,"Routt County, Colorado",C4446,"Steamboat Springs, CO MicroSA",CS525,"Steamboat Springs-Craig, CO CSA"
8117,"Summit County, Colorado",C1472,"Breckenridge, CO MicroSA",,
8119,"Teller County, Colorado",C1782,"Colorado Springs, CO MSA",,
8123,"Weld County, Colorado",C2454,"Greeley, CO MSA",CS216,"Denver-Aurora, CO CSA"
9001,"Fairfield County, Connecticut",C1486,"Bridgeport-Stamford-Norwalk, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA"
9003,"Hartford County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS278,"Hartford-West Hartford, CT CSA"
9005,"Litchfield County, Connecticut",C4586,"Torrington, CT MicroSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA"
9007,"Middlesex County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS278,"Hartford-West Hartford, CT CSA"
9009,"New Haven County, Connecticut",C3530,"New Haven-Milford, CT MSA",CS408,"New York-Newark, NY-NJ-CT-PA CSA"
9011,"New London County, Connecticut",C3598,"Norwich-New London, CT MSA",CS278,"Hartford-West Hartford, CT CSA"
9013,"Tolland County, Connecticut",C2554,"Hartford-West Hartford-East Hartford, CT MSA",CS278,"Hartford-West Hartford, CT CSA"
9015,"Windham County, Connecticut",C4934,"Worcester, MA-CT MSA",CS148,"Boston-Worcester-Providence, MA-RI-NH-CT CSA"
10001,"Kent County, Delaware",C2010,"Dover, DE MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
10003,"New Castle County, Delaware",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
10005,"Sussex County, Delaware",C4154,"Salisbury, MD-DE MSA",,
11001,"District of Columbia, District of Columbia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
12001,"Alachua County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA"
12003,"Baker County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12005,"Bay County, Florida",C3746,"Panama City, FL MSA",,
12009,"Brevard County, Florida",C3734,"Palm Bay-Melbourne-Titusville, FL MSA",,
12011,"Broward County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12015,"Charlotte County, Florida",C3946,"Punta Gorda, FL MSA",CS412,"North Port-Sarasota, FL CSA"
12017,"Citrus County, Florida",C2614,"Homosassa Springs, FL MSA",,
12019,"Clay County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12021,"Collier County, Florida",C3494,"Naples-Immokalee-Marco Island, FL MSA",CS162,"Cape Coral-Fort Myers-Naples, FL CSA"
12023,"Columbia County, Florida",C2938,"Lake City, FL MicroSA",CS264,"Gainesville-Lake City, FL CSA"
12027,"DeSoto County, Florida",C1158,"Arcadia, FL MicroSA",CS412,"North Port-Sarasota, FL CSA"
12031,"Duval County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12033,"Escambia County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,
12035,"Flagler County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12039,"Gadsden County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12041,"Gilchrist County, Florida",C2354,"Gainesville, FL MSA",CS264,"Gainesville-Lake City, FL CSA"
12045,"Gulf County, Florida",C3746,"Panama City, FL MSA",,
12049,"Hardee County, Florida",C4810,"Wauchula, FL MicroSA",,
12051,"Hendry County, Florida",C1750,"Clewiston, FL MicroSA",,
12053,"Hernando County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12055,"Highlands County, Florida",C4270,"Sebring, FL MSA",,
12057,"Hillsborough County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12061,"Indian River County, Florida",C4268,"Sebastian-Vero Beach, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12065,"Jefferson County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12069,"Lake County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12071,"Lee County, Florida",C1598,"Cape Coral-Fort Myers, FL MSA",CS162,"Cape Coral-Fort Myers-Naples, FL CSA"
12073,"Leon County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12081,"Manatee County, Florida",C3584,"North Port-Sarasota-Bradenton, FL MSA",CS412,"North Port-Sarasota, FL CSA"
12083,"Marion County, Florida",C3610,"Ocala, FL MSA",,
12085,"Martin County, Florida",C3894,"Port St. Lucie, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12086,"Miami-Dade County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12087,"Monroe County, Florida",C2858,"Key West, FL MicroSA",,
12089,"Nassau County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12091,"Okaloosa County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL MSA",,
12093,"Okeechobee County, Florida",C3638,"Okeechobee, FL MicroSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12095,"Orange County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12097,"Osceola County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12099,"Palm Beach County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12101,"Pasco County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12103,"Pinellas County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL MSA",,
12105,"Polk County, Florida",C2946,"Lakeland-Winter Haven, FL MSA",,
12107,"Putnam County, Florida",C3726,"Palatka, FL MicroSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12109,"St. Johns County, Florida",C2726,"Jacksonville, FL MSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
12111,"St. Lucie County, Florida",C3894,"Port St. Lucie, FL MSA",CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL CSA"
12113,"Santa Rosa County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL MSA",,
12115,"Sarasota County, Florida",C3584,"North Port-Sarasota-Bradenton, FL MSA",CS412,"North Port-Sarasota, FL CSA"
12117,"Seminole County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12119,"Sumter County, Florida",C4554,"The Villages, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12127,"Volusia County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL MSA",CS422,"Orlando-Deltona-Daytona Beach, FL CSA"
12129,"Wakulla County, Florida",C4522,"Tallahassee, FL MSA",CS533,"Tallahassee-Bainbridge, FL-GA CSA"
12131,"Walton County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL MSA",,
13007,"Baker County, Georgia",C1050,"Albany, GA MSA",,
13009,"Baldwin County, Georgia",C3330,"Milledgeville, GA MicroSA",,
13013,"Barrow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13015,"Bartow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13017,"Ben Hill County, Georgia",C2234,"Fitzgerald, GA MicroSA",,
13021,"Bibb County, Georgia",C3142,"Macon, GA MSA",CS356,"Macon-Warner Robins, GA CSA"
13025,"Brantley County, Georgia",C1526,"Brunswick, GA MSA",,
13027,"Brooks County, Georgia",C4666,"Valdosta, GA MSA",,
13029,"Bryan County, Georgia",C4234,"Savannah, GA MSA",CS496,"Savannah-Hinesville-Statesboro, GA CSA"
13031,"Bulloch County, Georgia",C4434,"Statesboro, GA MicroSA",CS496,"Savannah-Hinesville-Statesboro, GA CSA"
13033,"Burke County, Georgia",C1226,"Augusta-Richmond County, GA-SC MSA",,
13035,"Butts County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13039,"Camden County, Georgia",C4122,"St. Marys, GA MicroSA",CS300,"Jacksonville-St. Marys-Palatka, FL-GA CSA"
13045,"Carroll County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13047,"Catoosa County, Georgia",C1686,"Chattanooga, TN-GA MSA",CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL CSA"
13051,"Chatham County, Georgia",C4234,"Savannah, GA MSA",CS496,"Savannah-Hinesville-Statesboro, GA CSA"
13053,"Chattahoochee County, Georgia",C1798,"Columbus, GA-AL MSA",CS194,"Columbus-Auburn-Opelika, GA-AL CSA"
13055,"Chattooga County, Georgia",C4490,"Summerville, GA MicroSA",CS470,"Rome-Summerville, GA CSA"
13057,"Cherokee County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13059,"Clarke County, Georgia",C1202,"Athens-Clarke County, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13063,"Clayton County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13067,"Cobb County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13069,"Coffee County, Georgia",C2006,"Douglas, GA MicroSA",,
13071,"Colquitt County, Georgia",C3422,"Moultrie, GA MicroSA",,
13073,"Columbia County, Georgia",C1226,"Augusta-Richmond County, GA-SC MSA",,
13077,"Coweta County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA MSA",CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA CSA"
13079,"Crawford County, Georgia",C3142,"Macon, GA MSA",CS356,"Macon-Warner Robins, GA CSA"
