name,county_name,state_name,state_fips,county_fips
"Lexington-Fayette, KY",Jessamine County,Kentucky,21,113
"Lexington-Fayette, KY",Scott County,Kentucky,21,209
"Lexington-Fayette, KY",Woodford County,Kentucky,21,239
"Lexington Park, MD",Calvert County,Maryland,24,009
"Lexington Park, MD",St. Mary's County,Maryland,24,037
"Liberal, KS",Seward County,Kansas,20,175
"Lima, OH",Allen County,Ohio,39,003
"Lincoln, IL",Logan County,Illinois,17,107
"Lincoln, NE",Lancaster County,Nebraska,31,109
"Lincoln, NE",Seward County,Nebraska,31,159
"Little Rock-North Little Rock-Conway, AR",Faulkner County,Arkansas,05,045
"Little Rock-North Little Rock-Conway, AR",Grant County,Arkansas,05,053
"Little Rock-North Little Rock-Conway, AR",Lonoke County,Arkansas,05,085
"Little Rock-North Little Rock-Conway, AR",Perry County,Arkansas,05,105
"Little Rock-North Little Rock-Conway, AR",Pulaski County,Arkansas,05,119
"Little Rock-North Little Rock-Conway, AR",Saline County,Arkansas,05,125
"Lock Haven, PA",Clinton County,Pennsylvania,42,035
"Logan, UT-ID",Franklin County,Idaho,16,041
"Logan, UT-ID",Cache County,Utah,49,005
"Logansport, IN",Cass County,Indiana,18,017
"Longview, TX",Gregg County,Texas,48,183
"Longview, TX",Harrison County,Texas,48,203
"Longview, TX",Rusk County,Texas,48,401
"Longview, TX",Upshur County,Texas,48,459
"Longview-Kelso, WA",Cowlitz County,Washington,53,015
"Los Alamos, NM",Los Alamos County,New Mexico,35,028
"Los Angeles-Long Beach-Anaheim, CA",Orange County,California,06,059
"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,California,06,037
"Louisville/Jefferson County, KY-IN",Clark County,Indiana,18,019
"Louisville/Jefferson County, KY-IN",Floyd County,Indiana,18,043
"Louisville/Jefferson County, KY-IN",Harrison County,Indiana,18,061
"Louisville/Jefferson County, KY-IN",Washington County,Indiana,18,175
"Louisville/Jefferson County, KY-IN",Bullitt County,Kentucky,21,029
"Louisville/Jefferson County, KY-IN",Henry County,Kentucky,21,103
"Louisville/Jefferson County, KY-IN",Jefferson County,Kentucky,21,111
"Louisville/Jefferson County, KY-IN",Meade County,Kentucky,21,163
"Louisville/Jefferson County, KY-IN",Nelson County,Kentucky,21,179
"Louisville/Jefferson County, KY-IN",Oldham County,Kentucky,21,185
"Louisville/Jefferson County, KY-IN",Shelby County,Kentucky,21,211
"Louisville/Jefferson County, KY-IN",Spencer County,Kentucky,21,215
"Lubbock, TX",Cochran County,Texas,48,079
"Lubbock, TX",Crosby County,Texas,48,107
"Lubbock, TX",Garza County,Texas,48,169
"Lubbock, TX",Hockley County,Texas,48,219
"Lubbock, TX",Lubbock County,Texas,48,303
"Lubbock, TX",Lynn County,Texas,48,305
"Ludington, MI",Mason County,Michigan,26,105
"Lufkin, TX",Angelina County,Texas,48,005
"Lumberton, NC",Robeson County,North Carolina,37,155
"Lynchburg, VA",Amherst County,Virginia,51,009
"Lynchburg, VA",Appomattox County,Virginia,51,011
"Lynchburg, VA",Bedford County,Virginia,51,019
"Lynchburg, VA",Campbell County,Virginia,51,031
"Lynchburg, VA",Lynchburg city,Virginia,51,680
"Macomb, IL",McDonough County,Illinois,17,109
"Macon-Bibb County, GA",Bibb County,Georgia,13,021
"Macon-Bibb County, GA",Crawford County,Georgia,13,079
"Macon-Bibb County, GA",Jones County,Georgia,13,169
"Macon-Bibb County, GA",Monroe County,Georgia,13,207
"Macon-Bibb County, GA",Twiggs County,Georgia,13,289
"Madison, IN",Jefferson County,Indiana,18,077
"Madison, WI",Columbia County,Wisconsin,55,021
"Madison, WI",Dane County,Wisconsin,55,025
"Madison, WI",Green County,Wisconsin,55,045
"Madison, WI",Iowa County,Wisconsin,55,049
"Madisonville, KY",Hopkins County,Kentucky,21,107
"Magnolia, AR",Columbia County,Arkansas,05,027
"Malvern, AR",Hot Spring County,Arkansas,05,059
"Manchester-Nashua, NH",Hillsborough County,New Hampshire,33,011
"Manhattan, KS",Geary County,Kansas,20,061
"Manhattan, KS",Pottawatomie County,Kansas,20,149
"Manhattan, KS",Riley County,Kansas,20,161
"Manitowoc, WI",Manitowoc County,Wisconsin,55,071
"Mankato, MN",Blue Earth County,Minnesota,27,013
"Mankato, MN",Nicollet County,Minnesota,27,103
"Mansfield, OH",Richland County,Ohio,39,139
"Marietta, OH",Washington County,Ohio,39,167
"Marinette, WI-MI",Menominee County,Michigan,26,109
"Marinette, WI-MI",Marinette County,Wisconsin,55,075
"Marion, IN",Grant County,Indiana,18,053
"Marion, NC",McDowell County,North Carolina,37,111
"Marion, OH",Marion County,Ohio,39,101
"Marion-Herrin, IL",Williamson County,Illinois,17,199
"Marquette, MI",Marquette County,Michigan,26,103
"Marshall, MN",Lyon County,Minnesota,27,083
"Marshall, MO",Saline County,Missouri,29,195
"Marshalltown, IA",Marshall County,Iowa,19,127
"Martin, TN",Weakley County,Tennessee,47,183
"Martinsville, VA",Henry County,Virginia,51,089
"Martinsville, VA",Martinsville city,Virginia,51,690
"Maryville, MO",Nodaway County,Missouri,29,147
"Mason City, IA",Cerro Gordo County,Iowa,19,033
"Mason City, IA",Worth County,Iowa,19,195
"Massena-Ogdensburg, NY",St. Lawrence County,New York,36,089
"Mayagüez, PR",Cabo Rojo Municipio,Puerto Rico,72,023
"Mayagüez, PR",Hormigueros Municipio,Puerto Rico,72,067
"Mayagüez, PR",Lajas Municipio,Puerto Rico,72,079
"Mayagüez, PR",Mayagüez Municipio,Puerto Rico,72,097
"Mayagüez, PR",Sabana Grande Municipio,Puerto Rico,72,121
"Mayagüez, PR",San Germán Municipio,Puerto Rico,72,125
"Mayfield, KY",Graves County,Kentucky,21,083
"McAlester, OK",Pittsburg County,Oklahoma,40,121
"McAllen-Edinburg-Mission, TX",Hidalgo County,Texas,48,215
"McComb, MS",Pike County,Mississippi,28,113
"McComb, MS",Walthall County,Mississippi,28,147
"McMinnville, TN",Warren County,Tennessee,47,177
"McPherson, KS",McPherson County,Kansas,20,113
"Meadville, PA",Crawford County,Pennsylvania,42,039
"Medford, OR",Jackson County,Oregon,41,029
"Memphis, TN-MS-AR",Crittenden County,Arkansas,05,035
"Memphis, TN-MS-AR",Benton County,Mississippi,28,009
"Memphis, TN-MS-AR",DeSoto County,Mississippi,28,033
"Memphis, TN-MS-AR",Marshall County,Mississippi,28,093
"Memphis, TN-MS-AR",Tate County,Mississippi,28,137
"Memphis, TN-MS-AR",Tunica County,Mississippi,28,143
"Memphis, TN-MS-AR",Fayette County,Tennessee,47,047
"Memphis, TN-MS-AR",Shelby County,Tennessee,47,157
"Memphis, TN-MS-AR",Tipton County,Tennessee,47,167
"Menomonie, WI",Dunn County,Wisconsin,55,033
"Merced, CA",Merced County,California,06,047
"Meridian, MS",Clarke County,Mississippi,28,023
"Meridian, MS",Lauderdale County,Mississippi,28,075
"Mexico, MO",Audrain County,Missouri,29,007
"Miami, OK",Ottawa County,Oklahoma,40,115
"Miami-Fort Lauderdale-West Palm Beach, FL",Broward County,Florida,12,011
"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County,Florida,12,086
"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,Florida,12,099
"Michigan City-La Porte, IN",LaPorte County,Indiana,18,091
"Middlesborough, KY",Bell County,Kentucky,21,013
"Midland, MI",Midland County,Michigan,26,111
"Midland, TX",Martin County,Texas,48,317
"Midland, TX",Midland County,Texas,48,329
"Milledgeville, GA",Baldwin County,Georgia,13,009
"Milwaukee-Waukesha, WI",Milwaukee County,Wisconsin,55,079
"Milwaukee-Waukesha, WI",Ozaukee County,Wisconsin,55,089
"Milwaukee-Waukesha, WI",Washington County,Wisconsin,55,131
"Milwaukee-Waukesha, WI",Waukesha County,Wisconsin,55,133
"Minden, LA",Webster Parish,Louisiana,22,119
"Mineral Wells, TX",Palo Pinto County,Texas,48,363
"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,Minnesota,27,003
"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,Minnesota,27,019
"Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,Minnesota,27,025
"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,Minnesota,27,037
"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,Minnesota,27,053
"Minneapolis-St. Paul-Bloomington, MN-WI",Isanti County,Minnesota,27,059
"Minneapolis-St. Paul-Bloomington, MN-WI",Le Sueur County,Minnesota,27,079
"Minneapolis-St. Paul-Bloomington, MN-WI",Mille Lacs County,Minnesota,27,095
"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,Minnesota,27,123
"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,Minnesota,27,139
"Minneapolis-St. Paul-Bloomington, MN-WI",Sherburne County,Minnesota,27,141
"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,Minnesota,27,163
"Minneapolis-St. Paul-Bloomington, MN-WI",Wright County,Minnesota,27,171
"Minneapolis-St. Paul-Bloomington, MN-WI",Pierce County,Wisconsin,55,093
"Minneapolis-St. Paul-Bloomington, MN-WI",St. Croix County,Wisconsin,55,109
"Minot, ND",McHenry County,North Dakota,38,049
"Minot, ND",Renville County,North Dakota,38,075
"Minot, ND",Ward County,North Dakota,38,101
"Missoula, MT",Mineral County,Montana,30,061
"Missoula, MT",Missoula County,Montana,30,063
"Mitchell, SD",Davison County,South Dakota,46,035
"Mitchell, SD",Hanson County,South Dakota,46,061
"Mitchell, SD",Sanborn County,South Dakota,46,111
"Moberly, MO",Randolph County,Missouri,29,175
"Mobile, AL",Mobile County,Alabama,01,097
"Modesto, CA",Stanislaus County,California,06,099
"Monroe, LA",Morehouse Parish,Louisiana,22,067
"Monroe, LA",Ouachita Parish,Louisiana,22,073
"Monroe, LA",Richland Parish,Louisiana,22,083
"Monroe, LA",Union Parish,Louisiana,22,111
"Monroe, MI",Monroe County,Michigan,26,115
"Montgomery, AL",Autauga County,Alabama,01,001
"Montgomery, AL",Elmore County,Alabama,01,051
"Montgomery, AL",Lowndes County,Alabama,01,085
"Montgomery, AL",Montgomery County,Alabama,01,101
"Monticello, IN",White County,Indiana,18,181
"Monticello, NY",Sullivan County,New York,36,105
"Montrose, CO",Montrose County,Colorado,08,085
"Morehead City, NC",Carteret County,North Carolina,37,031
"Morgan City, LA",St. Mary Parish,Louisiana,22,101
"Morgantown, WV",Monongalia County,West Virginia,54,061
"Morgantown, WV",Preston County,West Virginia,54,077
"Morristown, TN",Hamblen County,Tennessee,47,063
"Morristown, TN",Jefferson County,Tennessee,47,089
"Moscow, ID",Latah County,Idaho,16,057
"Moses Lake, WA",Grant County,Washington,53,025
"Moultrie, GA",Colquitt County,Georgia,13,071
"Mountain Home, AR",Baxter County,Arkansas,05,005
"Mountain Home, ID",Elmore County,Idaho,16,039
"Mount Airy, NC",Surry County,North Carolina,37,171
"Mount Pleasant, MI",Isabella County,Michigan,26,073
"Mount Pleasant, TX",Camp County,Texas,48,063
"Mount Pleasant, TX",Morris County,Texas,48,343
"Mount Pleasant, TX",Titus County,Texas,48,449
"Mount Sterling, KY",Bath County,Kentucky,21,011
"Mount Sterling, KY",Menifee County,Kentucky,21,165
"Mount Sterling, KY",Montgomery County,Kentucky,21,173
"Mount Vernon, IL",Jefferson County,Illinois,17,081
"Mount Vernon, OH",Knox County,Ohio,39,083
"Mount Vernon-Anacortes, WA",Skagit County,Washington,53,057
"Muncie, IN",Delaware County,Indiana,18,035
"Murray, KY",Calloway County,Kentucky,21,035
"Murrells Inlet, SC",Georgetown County,South Carolina,45,043
"Muscatine, IA",Muscatine County,Iowa,19,139
"Muskegon-Norton Shores, MI",Muskegon County,Michigan,26,121
"Muskogee, OK",Muskogee County,Oklahoma,40,101
"Myrtle Beach-Conway-North Myrtle Beach, SC",Horry County,South Carolina,45,051
"Nacogdoches, TX",Nacogdoches County,Texas,48,347
"Nantucket, MA",Nantucket County,Massachusetts,25,019
"Napa, CA",Napa County,California,06,055
"Naples-Marco Island, FL",Collier County,Florida,12,021
"Nashville-Davidson--Murfreesboro--Franklin, TN",Cannon County,Tennessee,47,015
"Nashville-Davidson--Murfreesboro--Franklin, TN",Cheatham County,Tennessee,47,021
"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,Tennessee,47,037
"Nashville-Davidson--Murfreesboro--Franklin, TN",Dickson County,Tennessee,47,043
"Nashville-Davidson--Murfreesboro--Franklin, TN",Hickman County,Tennessee,47,081
"Nashville-Davidson--Murfreesboro--Franklin, TN",Macon County,Tennessee,47,111
"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,Tennessee,47,119
"Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,Tennessee,47,147
"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,Tennessee,47,149
"Nashville-Davidson--Murfreesboro--Franklin, TN",Smith County,Tennessee,47,159
"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,Tennessee,47,165
"Nashville-Davidson--Murfreesboro--Franklin, TN",Trousdale County,Tennessee,47,169
"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,Tennessee,47,187
"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,Tennessee,47,189
"Natchez, MS-LA",Concordia Parish,Louisiana,22,029
"Natchez, MS-LA",Adams County,Mississippi,28,001
"Natchez, MS-LA",Jefferson County,Mississippi,28,063
"Natchitoches, LA",Natchitoches Parish,Louisiana,22,069
"New Bern, NC",Craven County,North Carolina,37,049
"New Bern, NC",Jones County,North Carolina,37,103
"New Bern, NC",Pamlico County,North Carolina,37,137
"Newberry, SC",Newberry County,South Carolina,45,071
"New Castle, IN",Henry County,Indiana,18,065
"New Haven, CT",South Central Connecticut Planning Region,Connecticut,09,170
"New Iberia, LA",Iberia Parish,Louisiana,22,045
"New Orleans-Metairie, LA",Jefferson Parish,Louisiana,22,051
"New Orleans-Metairie, LA",Orleans Parish,Louisiana,22,071
"New Orleans-Metairie, LA",Plaquemines Parish,Louisiana,22,075
"New Orleans-Metairie, LA",St. Bernard Parish,Louisiana,22,087
"New Orleans-Metairie, LA",St. Charles Parish,Louisiana,22,089
"New Orleans-Metairie, LA",St. James Parish,Louisiana,22,093
"New Orleans-Metairie, LA",St. John the Baptist Parish,Louisiana,22,095
"New Philadelphia-Dover, OH",Tuscarawas County,Ohio,39,157
"Newport, OR",Lincoln County,Oregon,41,041
"Newport, TN",Cocke County,Tennessee,47,029
"New Ulm, MN",Brown County,Minnesota,27,015
"New York-Newark-Jersey City, NY-NJ",Middlesex County,New Jersey,34,023
"New York-Newark-Jersey City, NY-NJ",Monmouth County,New Jersey,34,025
"New York-Newark-Jersey City, NY-NJ",Ocean County,New Jersey,34,029
"New York-Newark-Jersey City, NY-NJ",Somerset County,New Jersey,34,035
"New York-Newark-Jersey City, NY-NJ",Nassau County,New York,36,059
"New York-Newark-Jersey City, NY-NJ",Suffolk County,New York,36,103
"New York-Newark-Jersey City, NY-NJ",Essex County,New Jersey,34,013
"New York-Newark-Jersey City, NY-NJ",Hunterdon County,New Jersey,34,019
"New York-Newark-Jersey City, NY-NJ",Morris County,New Jersey,34,027
"New York-Newark-Jersey City, NY-NJ",Sussex County,New Jersey,34,037
"New York-Newark-Jersey City, NY-NJ",Union County,New Jersey,34,039
"New York-Newark-Jersey City, NY-NJ",Bergen County,New Jersey,34,003
"New York-Newark-Jersey City, NY-NJ",Hudson County,New Jersey,34,017
"New York-Newark-Jersey City, NY-NJ",Passaic County,New Jersey,34,031
"New York-Newark-Jersey City, NY-NJ",Bronx County,New York,36,005
"New York-Newark-Jersey City, NY-NJ",Kings County,New York,36,047
"New York-Newark-Jersey City, NY-NJ",New York County,New York,36,061
"New York-Newark-Jersey City, NY-NJ",Putnam County,New York,36,079
"New York-Newark-Jersey City, NY-NJ",Queens County,New York,36,081
"New York-Newark-Jersey City, NY-NJ",Richmond County,New York,36,085
"New York-Newark-Jersey City, NY-NJ",Rockland County,New York,36,087
"New York-Newark-Jersey City, NY-NJ",Westchester County,New York,36,119
"Niles, MI",Berrien County,Michigan,26,021
"Nogales, AZ",Santa Cruz County,Arizona,04,023
"Norfolk, NE",Madison County,Nebraska,31,119
"Norfolk, NE",Pierce County,Nebraska,31,139
"Norfolk, NE",Stanton County,Nebraska,31,167
"North Platte, NE",Lincoln County,Nebraska,31,111
"North Platte, NE",Logan County,Nebraska,31,113
"North Port-Bradenton-Sarasota, FL",Manatee County,Florida,12,081
"North Port-Bradenton-Sarasota, FL",Sarasota County,Florida,12,115
"North Wilkesboro, NC",Wilkes County,North Carolina,37,193
"Norwalk, OH",Huron County,Ohio,39,077
"Norwich-New London-Willimantic, CT",Southeastern Connecticut Planning Region,Connecticut,09,180
"Oak Harbor, WA",Island County,Washington,53,029
"Ocala, FL",Marion County,Florida,12,083
"Ocean Pines, MD",Worcester County,Maryland,24,047
"Odessa, TX",Ector County,Texas,48,135
"Ogden, UT",Davis County,Utah,49,011
"Ogden, UT",Morgan County,Utah,49,029
"Ogden, UT",Weber County,Utah,49,057
"Oil City, PA",Venango County,Pennsylvania,42,121
"Okeechobee, FL",Okeechobee County,Florida,12,093
"Oklahoma City, OK",Canadian County,Oklahoma,40,017
"Oklahoma City, OK",Cleveland County,Oklahoma,40,027
"Oklahoma City, OK",Grady County,Oklahoma,40,051
"Oklahoma City, OK",Lincoln County,Oklahoma,40,081
"Oklahoma City, OK",Logan County,Oklahoma,40,083
"Oklahoma City, OK",McClain County,Oklahoma,40,087
"Oklahoma City, OK",Oklahoma County,Oklahoma,40,109
"Olean, NY",Cattaraugus County,New York,36,009
"Olympia-Lacey-Tumwater, WA",Thurston County,Washington,53,067
"Omaha, NE-IA",Harrison County,Iowa,19,085
"Omaha, NE-IA",Mills County,Iowa,19,129
"Omaha, NE-IA",Pottawattamie County,Iowa,19,155
"Omaha, NE-IA",Cass County,Nebraska,31,025
"Omaha, NE-IA",Douglas County,Nebraska,31,055
"Omaha, NE-IA",Sarpy County,Nebraska,31,153
"Omaha, NE-IA",Saunders County,Nebraska,31,155
"Omaha, NE-IA",Washington County,Nebraska,31,177
"Oneonta, NY",Otsego County,New York,36,077
"Ontario, OR-ID",Payette County,Idaho,16,075
"Ontario, OR-ID",Malheur County,Oregon,41,045
"Opelousas, LA",St. Landry Parish,Louisiana,22,097
"Orangeburg, SC",Orangeburg County,South Carolina,45,075
"Orlando-Kissimmee-Sanford, FL",Lake County,Florida,12,069
"Orlando-Kissimmee-Sanford, FL",Orange County,Florida,12,095
"Orlando-Kissimmee-Sanford, FL",Osceola County,Florida,12,097
"Orlando-Kissimmee-Sanford, FL",Seminole County,Florida,12,117
"Oshkosh-Neenah, WI",Winnebago County,Wisconsin,55,139
"Oskaloosa, IA",Mahaska County,Iowa,19,123
"Othello, WA",Adams County,Washington,53,001
"Ottawa, IL",Bureau County,Illinois,17,011
"Ottawa, IL",LaSalle County,Illinois,17,099
"Ottawa, IL",Putnam County,Illinois,17,155
"Ottawa, KS",Franklin County,Kansas,20,059
"Ottumwa, IA",Wapello County,Iowa,19,179
"Owatonna, MN",Steele County,Minnesota,27,147
"Owensboro, KY",Daviess County,Kentucky,21,059
"Owensboro, KY",McLean County,Kentucky,21,149
"Owosso, MI",Shiawassee County,Michigan,26,155
"Oxford, MS",Lafayette County,Mississippi,28,071
"Oxford, MS",Yalobusha County,Mississippi,28,161
"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,California,06,111
"Ozark, AL",Dale County,Alabama,01,045
"Paducah, KY-IL",Massac County,Illinois,17,127
"Paducah, KY-IL",Ballard County,Kentucky,21,007
"Paducah, KY-IL",Carlisle County,Kentucky,21,039
"Paducah, KY-IL",Livingston County,Kentucky,21,139
"Paducah, KY-IL",McCracken County,Kentucky,21,145
"Pahrump, NV",Nye County,Nevada,32,023
"Palatka, FL",Putnam County,Florida,12,107
"Palestine, TX",Anderson County,Texas,48,001
"Palm Bay-Melbourne-Titusville, FL",Brevard County,Florida,12,009
"Pampa, TX",Gray County,Texas,48,179
"Pampa, TX",Roberts County,Texas,48,393
"Panama City-Panama City Beach, FL",Bay County,Florida,12,005
"Panama City-Panama City Beach, FL",Washington County,Florida,12,133
"Paragould, AR",Greene County,Arkansas,05,055
"Paris, TN",Henry County,Tennessee,47,079
"Paris, TX",Lamar County,Texas,48,277
"Paris, TX",Red River County,Texas,48,387
"Parkersburg-Vienna, WV",Wirt County,West Virginia,54,105
"Parkersburg-Vienna, WV",Wood County,West Virginia,54,107
"Payson, AZ",Gila County,Arizona,04,007
"Pella, IA",Marion County,Iowa,19,125
"Pensacola-Ferry Pass-Brent, FL",Escambia County,Florida,12,033
"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,Florida,12,113
"Peoria, IL",Marshall County,Illinois,17,123
"Peoria, IL",Peoria County,Illinois,17,143
"Peoria, IL",Stark County,Illinois,17,175
"Peoria, IL",Tazewell County,Illinois,17,179
"Peoria, IL",Woodford County,Illinois,17,203
"Peru, IN",Miami County,Indiana,18,103
"Petoskey, MI",Emmet County,Michigan,26,047
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,New Jersey,34,005
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,New Jersey,34,007
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,New Jersey,34,015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,Pennsylvania,42,017
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,Pennsylvania,42,029
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,Pennsylvania,42,091
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,Pennsylvania,42,045
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,42,101
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Delaware,10,003
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,Maryland,24,015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,New Jersey,34,033
"Phoenix-Mesa-Chandler, AZ",Maricopa County,Arizona,04,013
"Phoenix-Mesa-Chandler, AZ",Pinal County,Arizona,04,021
"Picayune, MS",Pearl River County,Mississippi,28,109
"Pierre, SD",Hughes County,South Dakota,46,065
"Pierre, SD",Stanley County,South Dakota,46,117
"Pikeville, KY",Floyd County,Kentucky,21,071
"Pikeville, KY",Pike County,Kentucky,21,195
"Pine Bluff, AR",Cleveland County,Arkansas,05,025
"Pine Bluff, AR",Jefferson County,Arkansas,05,069
"Pinehurst-Southern Pines, NC",Moore County,North Carolina,37,125
"Pittsburg, KS",Crawford County,Kansas,20,037
"Pittsburgh, PA",Allegheny County,Pennsylvania,42,003
"Pittsburgh, PA",Armstrong County,Pennsylvania,42,005
"Pittsburgh, PA",Beaver County,Pennsylvania,42,007
"Pittsburgh, PA",Butler County,Pennsylvania,42,019
"Pittsburgh, PA",Fayette County,Pennsylvania,42,051
"Pittsburgh, PA",Lawrence County,Pennsylvania,42,073
"Pittsburgh, PA",Washington County,Pennsylvania,42,125
"Pittsburgh, PA",Westmoreland County,Pennsylvania,42,129
"Pittsfield, MA",Berkshire County,Massachusetts,25,003
"Plainview, TX",Floyd County,Texas,48,153
"Plainview, TX",Hale County,Texas,48,189
"Platteville, WI",Grant County,Wisconsin,55,043
"Plattsburgh, NY",Clinton County,New York,36,019
"Plymouth, IN",Marshall County,Indiana,18,099
"Pocatello, ID",Bannock County,Idaho,16,005
"Ponca City, OK",Kay County,Oklahoma,40,071
"Ponce, PR",Guayanilla Municipio,Puerto Rico,72,059
"Ponce, PR",Juana Díaz Municipio,Puerto Rico,72,075
"Ponce, PR",Peñuelas Municipio,Puerto Rico,72,111
"Ponce, PR",Ponce Municipio,Puerto Rico,72,113
"Ponce, PR",Villalba Municipio,Puerto Rico,72,149
"Ponce, PR",Yauco Municipio,Puerto Rico,72,153
"Pontiac, IL",Livingston County,Illinois,17,105
"Poplar Bluff, MO",Butler County,Missouri,29,023
"Port Angeles, WA",Clallam County,Washington,53,009
"Portland-South Portland, ME",Cumberland County,Maine,23,005
"Portland-South Portland, ME",Sagadahoc County,Maine,23,023
"Portland-South Portland, ME",York County,Maine,23,031
"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,Oregon,41,005
"Portland-Vancouver-Hillsboro, OR-WA",Columbia County,Oregon,41,009
"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,Oregon,41,051
"Portland-Vancouver-Hillsboro, OR-WA",Washington County,Oregon,41,067
"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,Oregon,41,071
"Portland-Vancouver-Hillsboro, OR-WA",Clark County,Washington,53,011
"Portland-Vancouver-Hillsboro, OR-WA",Skamania County,Washington,53,059
"Port Lavaca, TX",Calhoun County,Texas,48,057
"Port St. Lucie, FL",Martin County,Florida,12,085
"Port St. Lucie, FL",St. Lucie County,Florida,12,111
"Portsmouth, OH",Scioto County,Ohio,39,145
"Port Townsend, WA",Jefferson County,Washington,53,031
"Pottsville, PA",Schuylkill County,Pennsylvania,42,107
"Prescott Valley-Prescott, AZ",Yavapai County,Arizona,04,025
"Price, UT",Carbon County,Utah,49,007
"Providence-Warwick, RI-MA",Bristol County,Massachusetts,25,005
"Providence-Warwick, RI-MA",Bristol County,Rhode Island,44,001
"Providence-Warwick, RI-MA",Kent County,Rhode Island,44,003
"Providence-Warwick, RI-MA",Newport County,Rhode Island,44,005
"Providence-Warwick, RI-MA",Providence County,Rhode Island,44,007
"Providence-Warwick, RI-MA",Washington County,Rhode Island,44,009
"Provo-Orem-Lehi, UT",Juab County,Utah,49,023
"Provo-Orem-Lehi, UT",Utah County,Utah,49,049
"Pueblo, CO",Pueblo County,Colorado,08,101
"Pullman, WA",Whitman County,Washington,53,075
"Punta Gorda, FL",Charlotte County,Florida,12,015
"Putnam, CT",Northeastern Connecticut Planning Region,Connecticut,09,150
"Quincy, IL-MO",Adams County,Illinois,17,001
"Quincy, IL-MO",Lewis County,Missouri,29,111
"Racine-Mount Pleasant, WI",Racine County,Wisconsin,55,101
"Raleigh-Cary, NC",Franklin County,North Carolina,37,069
"Raleigh-Cary, NC",Johnston County,North Carolina,37,101
"Raleigh-Cary, NC",Wake County,North Carolina,37,183
"Rapid City, SD",Custer County,South Dakota,46,033
"Rapid City, SD",Meade County,South Dakota,46,093
"Rapid City, SD",Pennington County,South Dakota,46,103
"Raymondville, TX",Willacy County,Texas,48,489
"Reading, PA",Berks County,Pennsylvania,42,011
"Red Bluff, CA",Tehama County,California,06,103
"Redding, CA",Shasta County,California,06,089
"Red Wing, MN",Goodhue County,Minnesota,27,049
"Reno, NV",Lyon County,Nevada,32,019
"Reno, NV",Storey County,Nevada,32,029
"Reno, NV",Washoe County,Nevada,32,031
"Rexburg, ID",Fremont County,Idaho,16,043
"Rexburg, ID",Madison County,Idaho,16,065
"Rice Lake, WI",Barron County,Wisconsin,55,005
"Richmond, IN",Wayne County,Indiana,18,177
"Richmond, VA",Amelia County,Virginia,51,007
"Richmond, VA",Charles City County,Virginia,51,036
"Richmond, VA",Chesterfield County,Virginia,51,041
"Richmond, VA",Dinwiddie County,Virginia,51,053
"Richmond, VA",Goochland County,Virginia,51,075
"Richmond, VA",Hanover County,Virginia,51,085
"Richmond, VA",Henrico County,Virginia,51,087
"Richmond, VA",King and Queen County,Virginia,51,097
"Richmond, VA",King William County,Virginia,51,101
"Richmond, VA",New Kent County,Virginia,51,127
"Richmond, VA",Powhatan County,Virginia,51,145
"Richmond, VA",Prince George County,Virginia,51,149
"Richmond, VA",Sussex County,Virginia,51,183
"Richmond, VA",Colonial Heights city,Virginia,51,570
